Entity,Code,Year,Human Development Index,Region
Singapore,SGP,1998,0.846,Asia
Singapore,SGP,1999,0.854,Asia
Singapore,SGP,2000,0.863,Asia
Singapore,SGP,2001,0.867,Asia
Singapore,SGP,2002,0.872,Asia
Singapore,SGP,2003,0.878,Asia
Singapore,SGP,2004,0.886,Asia
Singapore,SGP,2005,0.896,Asia
Singapore,SGP,2006,0.901,Asia
Singapore,SGP,2007,0.906,Asia
Singapore,SGP,2008,0.91,Asia
Singapore,SGP,2009,0.91,Asia
Singapore,SGP,2010,0.921,Asia
Singapore,SGP,2011,0.924,Asia
Singapore,SGP,2012,0.926,Asia
Singapore,SGP,2013,0.93,Asia
Singapore,SGP,2014,0.932,Asia
Singapore,SGP,2015,0.935,Asia
Singapore,SGP,2016,0.937,Asia
Singapore,SGP,2017,0.938,Asia
Singapore,SGP,2018,0.942,Asia
Singapore,SGP,2019,0.945,Asia
Singapore,SGP,2020,0.942,Asia
Singapore,SGP,2021,0.942,Asia
Singapore,SGP,2022,0.949,Asia
Slovakia,SVK,1997,0.735,Europe
Slovakia,SVK,1998,0.746,Europe
Slovakia,SVK,1999,0.752,Europe
Slovakia,SVK,2000,0.761,Europe
Slovakia,SVK,2001,0.768,Europe
Slovakia,SVK,2002,0.777,Europe
Slovakia,SVK,2003,0.783,Europe
Slovakia,SVK,2004,0.793,Europe
Slovakia,SVK,2005,0.802,Europe
Slovakia,SVK,2006,0.812,Europe
Slovakia,SVK,2007,0.822,Europe
Slovakia,SVK,2008,0.831,Europe
Slovakia,SVK,2009,0.834,Europe
Slovakia,SVK,2010,0.841,Europe
Slovakia,SVK,2011,0.846,Europe
Slovakia,SVK,2012,0.846,Europe
Slovakia,SVK,2013,0.849,Europe
Slovakia,SVK,2014,0.851,Europe
Slovakia,SVK,2015,0.852,Europe
Slovakia,SVK,2016,0.855,Europe
Slovakia,SVK,2017,0.857,Europe
Slovakia,SVK,2018,0.86,Europe
Slovakia,SVK,2019,0.863,Europe
Slovakia,SVK,2020,0.86,Europe
Slovakia,SVK,2021,0.852,Europe
Slovakia,SVK,2022,0.855,Europe
Slovenia,SVN,1997,0.782,Europe
Slovenia,SVN,1998,0.794,Europe
Slovenia,SVN,1999,0.812,Europe
Slovenia,SVN,2000,0.823,Europe
Slovenia,SVN,2001,0.838,Europe
Slovenia,SVN,2002,0.849,Europe
Slovenia,SVN,2003,0.858,Europe
Slovenia,SVN,2004,0.864,Europe
Slovenia,SVN,2005,0.869,Europe
Slovenia,SVN,2006,0.878,Europe
Slovenia,SVN,2007,0.881,Europe
Slovenia,SVN,2008,0.889,Europe
Slovenia,SVN,2009,0.886,Europe
Slovenia,SVN,2010,0.89,Europe
Slovenia,SVN,2011,0.892,Europe
Slovenia,SVN,2012,0.892,Europe
Slovenia,SVN,2013,0.901,Europe
Slovenia,SVN,2014,0.903,Europe
Slovenia,SVN,2015,0.903,Europe
Slovenia,SVN,2016,0.909,Europe
Slovenia,SVN,2017,0.912,Europe
Slovenia,SVN,2018,0.916,Europe
Slovenia,SVN,2019,0.918,Europe
Slovenia,SVN,2020,0.91,Europe
Slovenia,SVN,2021,0.916,Europe
Slovenia,SVN,2022,0.926,Europe
South Africa,ZAF,1997,0.65,Africa
South Africa,ZAF,1998,0.643,Africa
South Africa,ZAF,1999,0.638,Africa
South Africa,ZAF,2000,0.633,Africa
South Africa,ZAF,2001,0.629,Africa
South Africa,ZAF,2002,0.633,Africa
South Africa,ZAF,2003,0.629,Africa
South Africa,ZAF,2004,0.63,Africa
South Africa,ZAF,2005,0.632,Africa
South Africa,ZAF,2006,0.637,Africa
South Africa,ZAF,2007,0.644,Africa
South Africa,ZAF,2008,0.653,Africa
South Africa,ZAF,2009,0.665,Africa
South Africa,ZAF,2010,0.675,Africa
South Africa,ZAF,2011,0.686,Africa
South Africa,ZAF,2012,0.696,Africa
South Africa,ZAF,2013,0.705,Africa
South Africa,ZAF,2014,0.714,Africa
South Africa,ZAF,2015,0.721,Africa
South Africa,ZAF,2016,0.711,Africa
South Africa,ZAF,2017,0.725,Africa
South Africa,ZAF,2018,0.731,Africa
South Africa,ZAF,2019,0.741,Africa
South Africa,ZAF,2020,0.722,Africa
South Africa,ZAF,2021,0.721,Africa
South Africa,ZAF,2022,0.717,Africa
South Korea,KOR,1997,0.804,Asia
South Korea,KOR,1998,0.802,Asia
South Korea,KOR,1999,0.814,Asia
South Korea,KOR,2000,0.824,Asia
South Korea,KOR,2001,0.832,Asia
South Korea,KOR,2002,0.841,Asia
South Korea,KOR,2003,0.845,Asia
South Korea,KOR,2004,0.853,Asia
South Korea,KOR,2005,0.861,Asia
South Korea,KOR,2006,0.866,Asia
South Korea,KOR,2007,0.871,Asia
South Korea,KOR,2008,0.874,Asia
South Korea,KOR,2009,0.876,Asia
South Korea,KOR,2010,0.89,Asia
South Korea,KOR,2011,0.895,Asia
South Korea,KOR,2012,0.897,Asia
South Korea,KOR,2013,0.902,Asia
South Korea,KOR,2014,0.906,Asia
South Korea,KOR,2015,0.908,Asia
South Korea,KOR,2016,0.912,Asia
South Korea,KOR,2017,0.915,Asia
South Korea,KOR,2018,0.918,Asia
South Korea,KOR,2019,0.922,Asia
South Korea,KOR,2020,0.922,Asia
South Korea,KOR,2021,0.926,Asia
South Korea,KOR,2022,0.929,Asia
Spain,ESP,1997,0.811,Europe
Spain,ESP,1998,0.815,Europe
Spain,ESP,1999,0.819,Europe
Spain,ESP,2000,0.828,Europe
Spain,ESP,2001,0.833,Europe
Spain,ESP,2002,0.838,Europe
Spain,ESP,2003,0.84,Europe
Spain,ESP,2004,0.846,Europe
Spain,ESP,2005,0.851,Europe
Spain,ESP,2006,0.856,Europe
Spain,ESP,2007,0.857,Europe
Spain,ESP,2008,0.858,Europe
Spain,ESP,2009,0.86,Europe
Spain,ESP,2010,0.868,Europe
Spain,ESP,2011,0.873,Europe
Spain,ESP,2012,0.875,Europe
Spain,ESP,2013,0.88,Europe
Spain,ESP,2014,0.884,Europe
Spain,ESP,2015,0.889,Europe
Spain,ESP,2016,0.894,Europe
Spain,ESP,2017,0.896,Europe
Spain,ESP,2018,0.899,Europe
Spain,ESP,2019,0.904,Europe
Spain,ESP,2020,0.894,Europe
Spain,ESP,2021,0.904,Europe
Spain,ESP,2022,0.911,Europe
Suriname,SUR,2004,0.667,
Suriname,SUR,2005,0.673,
Suriname,SUR,2006,0.678,
Suriname,SUR,2007,0.684,
Suriname,SUR,2008,0.689,
Suriname,SUR,2009,0.693,
Suriname,SUR,2010,0.696,
Suriname,SUR,2011,0.697,
Suriname,SUR,2012,0.698,
Suriname,SUR,2013,0.7,
Suriname,SUR,2014,0.701,
Suriname,SUR,2015,0.707,
Suriname,SUR,2016,0.709,
Suriname,SUR,2017,0.71,
Suriname,SUR,2018,0.714,
Suriname,SUR,2019,0.71,
Suriname,SUR,2020,0.702,
Suriname,SUR,2021,0.689,
Suriname,SUR,2022,0.69,
Sweden,SWE,1997,0.878,Europe
Sweden,SWE,1998,0.891,Europe
Sweden,SWE,1999,0.897,Europe
Sweden,SWE,2000,0.903,Europe
Sweden,SWE,2001,0.906,Europe
Sweden,SWE,2002,0.909,Europe
Sweden,SWE,2003,0.914,Europe
Sweden,SWE,2004,0.901,Europe
Sweden,SWE,2005,0.903,Europe
Sweden,SWE,2006,0.907,Europe
Sweden,SWE,2007,0.909,Europe
Sweden,SWE,2008,0.905,Europe
Sweden,SWE,2009,0.904,Europe
Sweden,SWE,2010,0.91,Europe
Sweden,SWE,2011,0.912,Europe
Sweden,SWE,2012,0.912,Europe
Sweden,SWE,2013,0.932,Europe
Sweden,SWE,2014,0.935,Europe
Sweden,SWE,2015,0.937,Europe
Sweden,SWE,2016,0.939,Europe
Sweden,SWE,2017,0.941,Europe
Sweden,SWE,2018,0.943,Europe
Sweden,SWE,2019,0.947,Europe
Sweden,SWE,2020,0.944,Europe
Sweden,SWE,2021,0.949,Europe
Sweden,SWE,2022,0.952,Europe
Switzerland,CHE,1997,0.872,Europe
Switzerland,CHE,1998,0.878,Europe
Switzerland,CHE,1999,0.881,Europe
Switzerland,CHE,2000,0.885,Europe
Switzerland,CHE,2001,0.888,Europe
Switzerland,CHE,2002,0.888,Europe
Switzerland,CHE,2003,0.893,Europe
Switzerland,CHE,2004,0.898,Europe
Switzerland,CHE,2005,0.903,Europe
Switzerland,CHE,2006,0.913,Europe
Switzerland,CHE,2007,0.92,Europe
Switzerland,CHE,2008,0.926,Europe
Switzerland,CHE,2009,0.935,Europe
Switzerland,CHE,2010,0.94,Europe
Switzerland,CHE,2011,0.94,Europe
Switzerland,CHE,2012,0.943,Europe
Switzerland,CHE,2013,0.947,Europe
Switzerland,CHE,2014,0.951,Europe
Switzerland,CHE,2015,0.952,Europe
Switzerland,CHE,2016,0.954,Europe
Switzerland,CHE,2017,0.955,Europe
Switzerland,CHE,2018,0.957,Europe
Switzerland,CHE,2019,0.96,Europe
Switzerland,CHE,2020,0.957,Europe
Switzerland,CHE,2021,0.965,Europe
Switzerland,CHE,2022,0.967,Europe
Syria,SYR,1997,0.586,
Syria,SYR,1998,0.587,
Syria,SYR,1999,0.586,
Syria,SYR,2000,0.587,
Syria,SYR,2001,0.595,
Syria,SYR,2002,0.602,
Syria,SYR,2003,0.613,
Syria,SYR,2004,0.626,
Syria,SYR,2005,0.639,
Syria,SYR,2006,0.65,
Syria,SYR,2007,0.657,
Syria,SYR,2008,0.651,
Syria,SYR,2009,0.66,
Syria,SYR,2010,0.661,
Syria,SYR,2011,0.687,
Syria,SYR,2012,0.638,
Syria,SYR,2013,0.558,
Syria,SYR,2014,0.544,
Syria,SYR,2015,0.552,
Syria,SYR,2016,0.551,
Syria,SYR,2017,0.558,
Syria,SYR,2018,0.563,
Syria,SYR,2019,0.564,
Syria,SYR,2020,0.561,
Syria,SYR,2021,0.558,
Syria,SYR,2022,0.557,
Tajikistan,TJK,1997,0.524,Asia
Tajikistan,TJK,1998,0.532,Asia
Tajikistan,TJK,1999,0.539,Asia
Tajikistan,TJK,2000,0.548,Asia
Tajikistan,TJK,2001,0.558,Asia
Tajikistan,TJK,2002,0.569,Asia
Tajikistan,TJK,2003,0.581,Asia
Tajikistan,TJK,2004,0.591,Asia
Tajikistan,TJK,2005,0.606,Asia
Tajikistan,TJK,2006,0.615,Asia
Tajikistan,TJK,2007,0.62,Asia
Tajikistan,TJK,2008,0.628,Asia
Tajikistan,TJK,2009,0.629,Asia
Tajikistan,TJK,2010,0.631,Asia
Tajikistan,TJK,2011,0.636,Asia
Tajikistan,TJK,2012,0.641,Asia
Tajikistan,TJK,2013,0.647,Asia
Tajikistan,TJK,2014,0.649,Asia
Tajikistan,TJK,2015,0.651,Asia
Tajikistan,TJK,2016,0.655,Asia
Tajikistan,TJK,2017,0.659,Asia
Tajikistan,TJK,2018,0.664,Asia
Tajikistan,TJK,2019,0.668,Asia
Tajikistan,TJK,2020,0.656,Asia
Tajikistan,TJK,2021,0.677,Asia
Tajikistan,TJK,2022,0.679,Asia
Thailand,THA,1997,0.639,Asia
Thailand,THA,1998,0.643,Asia
Thailand,THA,1999,0.653,Asia
Thailand,THA,2000,0.663,Asia
Thailand,THA,2001,0.677,Asia
Thailand,THA,2002,0.688,Asia
Thailand,THA,2003,0.698,Asia
Thailand,THA,2004,0.707,Asia
Thailand,THA,2005,0.715,Asia
Thailand,THA,2006,0.721,Asia
Thailand,THA,2007,0.732,Asia
Thailand,THA,2008,0.735,Asia
Thailand,THA,2009,0.738,Asia
Thailand,THA,2010,0.743,Asia
Thailand,THA,2011,0.749,Asia
Thailand,THA,2012,0.752,Asia
Thailand,THA,2013,0.754,Asia
Thailand,THA,2014,0.785,Asia
Thailand,THA,2015,0.789,Asia
Thailand,THA,2016,0.793,Asia
Thailand,THA,2017,0.795,Asia
Thailand,THA,2018,0.796,Asia
Thailand,THA,2019,0.801,Asia
Thailand,THA,2020,0.8,Asia
Thailand,THA,2021,0.797,Asia
Thailand,THA,2022,0.803,Asia
Trinidad and Tobago,TTO,1997,0.686,
Trinidad and Tobago,TTO,1998,0.696,
Trinidad and Tobago,TTO,1999,0.699,
Trinidad and Tobago,TTO,2000,0.708,
Trinidad and Tobago,TTO,2001,0.716,
Trinidad and Tobago,TTO,2002,0.727,
Trinidad and Tobago,TTO,2003,0.733,
Trinidad and Tobago,TTO,2004,0.747,
Trinidad and Tobago,TTO,2005,0.753,
Trinidad and Tobago,TTO,2006,0.762,
Trinidad and Tobago,TTO,2007,0.768,
Trinidad and Tobago,TTO,2008,0.771,
Trinidad and Tobago,TTO,2009,0.782,
Trinidad and Tobago,TTO,2010,0.785,
Trinidad and Tobago,TTO,2011,0.788,
Trinidad and Tobago,TTO,2012,0.794,
Trinidad and Tobago,TTO,2013,0.801,
Trinidad and Tobago,TTO,2014,0.806,
Trinidad and Tobago,TTO,2015,0.812,
Trinidad and Tobago,TTO,2016,0.81,
Trinidad and Tobago,TTO,2017,0.811,
Trinidad and Tobago,TTO,2018,0.809,
Trinidad and Tobago,TTO,2019,0.813,
Trinidad and Tobago,TTO,2020,0.815,
Trinidad and Tobago,TTO,2021,0.804,
Trinidad and Tobago,TTO,2022,0.814,
Tunisia,TUN,1997,0.621,Africa
Tunisia,TUN,1998,0.633,Africa
Tunisia,TUN,1999,0.644,Africa
Tunisia,TUN,2000,0.651,Africa
Tunisia,TUN,2001,0.658,Africa
Tunisia,TUN,2002,0.663,Africa
Tunisia,TUN,2003,0.669,Africa
Tunisia,TUN,2004,0.679,Africa
Tunisia,TUN,2005,0.686,Africa
Tunisia,TUN,2006,0.693,Africa
Tunisia,TUN,2007,0.7,Africa
Tunisia,TUN,2008,0.705,Africa
Tunisia,TUN,2009,0.709,Africa
Tunisia,TUN,2010,0.713,Africa
Tunisia,TUN,2011,0.715,Africa
Tunisia,TUN,2012,0.716,Africa
Tunisia,TUN,2013,0.719,Africa
Tunisia,TUN,2014,0.721,Africa
Tunisia,TUN,2015,0.724,Africa
Tunisia,TUN,2016,0.728,Africa
Tunisia,TUN,2017,0.732,Africa
Tunisia,TUN,2018,0.737,Africa
Tunisia,TUN,2019,0.74,Africa
Tunisia,TUN,2020,0.734,Africa
Tunisia,TUN,2021,0.729,Africa
Tunisia,TUN,2022,0.732,Africa
Turkey,TUR,1997,0.638,Asia
Turkey,TUR,1998,0.648,Asia
Turkey,TUR,1999,0.652,Asia
Turkey,TUR,2000,0.669,Asia
Turkey,TUR,2001,0.675,Asia
Turkey,TUR,2002,0.685,Asia
Turkey,TUR,2003,0.691,Asia
Turkey,TUR,2004,0.696,Asia
Turkey,TUR,2005,0.701,Asia
Turkey,TUR,2006,0.711,Asia
Turkey,TUR,2007,0.718,Asia
Turkey,TUR,2008,0.721,Asia
Turkey,TUR,2009,0.728,Asia
Turkey,TUR,2010,0.75,Asia
Turkey,TUR,2011,0.763,Asia
Turkey,TUR,2012,0.772,Asia
Turkey,TUR,2013,0.802,Asia
Turkey,TUR,2014,0.812,Asia
Turkey,TUR,2015,0.821,Asia
Turkey,TUR,2016,0.826,Asia
Turkey,TUR,2017,0.833,Asia
Turkey,TUR,2018,0.838,Asia
Turkey,TUR,2019,0.842,Asia
Turkey,TUR,2020,0.835,Asia
Turkey,TUR,2021,0.841,Asia
Turkey,TUR,2022,0.855,Asia
Turkmenistan,TKM,2005,0.652,Asia
Turkmenistan,TKM,2006,0.661,Asia
Turkmenistan,TKM,2007,0.672,Asia
Turkmenistan,TKM,2008,0.682,Asia
Turkmenistan,TKM,2009,0.69,Asia
Turkmenistan,TKM,2010,0.699,Asia
Turkmenistan,TKM,2011,0.708,Asia
Turkmenistan,TKM,2012,0.714,Asia
Turkmenistan,TKM,2013,0.716,Asia
Turkmenistan,TKM,2014,0.719,Asia
Turkmenistan,TKM,2015,0.725,Asia
Turkmenistan,TKM,2016,0.729,Asia
Turkmenistan,TKM,2017,0.729,Asia
Turkmenistan,TKM,2018,0.73,Asia
Turkmenistan,TKM,2019,0.732,Asia
Turkmenistan,TKM,2020,0.731,Asia
Turkmenistan,TKM,2021,0.74,Asia
Turkmenistan,TKM,2022,0.744,Asia
Ukraine,UKR,1997,0.688,Europe
Ukraine,UKR,1998,0.694,Europe
Ukraine,UKR,1999,0.696,Europe
Ukraine,UKR,2000,0.698,Europe
Ukraine,UKR,2001,0.713,Europe
Ukraine,UKR,2002,0.721,Europe
Ukraine,UKR,2003,0.73,Europe
Ukraine,UKR,2004,0.739,Europe
Ukraine,UKR,2005,0.743,Europe
Ukraine,UKR,2006,0.752,Europe
Ukraine,UKR,2007,0.759,Europe
Ukraine,UKR,2008,0.763,Europe
Ukraine,UKR,2009,0.761,Europe
Ukraine,UKR,2010,0.766,Europe
Ukraine,UKR,2011,0.772,Europe
Ukraine,UKR,2012,0.774,Europe
Ukraine,UKR,2013,0.774,Europe
Ukraine,UKR,2014,0.774,Europe
Ukraine,UKR,2015,0.764,Europe
Ukraine,UKR,2016,0.767,Europe
Ukraine,UKR,2017,0.771,Europe
Ukraine,UKR,2018,0.771,Europe
Ukraine,UKR,2019,0.774,Europe
Ukraine,UKR,2020,0.762,Europe
Ukraine,UKR,2021,0.755,Europe
Ukraine,UKR,2022,0.734,Europe
United Arab Emirates,ARE,1997,0.768,Asia
United Arab Emirates,ARE,1998,0.774,Asia
United Arab Emirates,ARE,1999,0.781,Asia
United Arab Emirates,ARE,2000,0.79,Asia
United Arab Emirates,ARE,2001,0.794,Asia
United Arab Emirates,ARE,2002,0.798,Asia
United Arab Emirates,ARE,2003,0.807,Asia
United Arab Emirates,ARE,2004,0.811,Asia
United Arab Emirates,ARE,2005,0.815,Asia
United Arab Emirates,ARE,2006,0.82,Asia
United Arab Emirates,ARE,2007,0.825,Asia
United Arab Emirates,ARE,2008,0.827,Asia
United Arab Emirates,ARE,2009,0.825,Asia
United Arab Emirates,ARE,2010,0.828,Asia
United Arab Emirates,ARE,2011,0.835,Asia
United Arab Emirates,ARE,2012,0.841,Asia
United Arab Emirates,ARE,2013,0.847,Asia
United Arab Emirates,ARE,2014,0.853,Asia
United Arab Emirates,ARE,2015,0.86,Asia
United Arab Emirates,ARE,2016,0.866,Asia
United Arab Emirates,ARE,2017,0.898,Asia
United Arab Emirates,ARE,2018,0.917,Asia
United Arab Emirates,ARE,2019,0.933,Asia
United Arab Emirates,ARE,2020,0.93,Asia
United Arab Emirates,ARE,2021,0.931,Asia
United Arab Emirates,ARE,2022,0.937,Asia
United States,USA,1997,0.889,North America
United States,USA,1998,0.891,North America
United States,USA,1999,0.891,North America
United States,USA,2000,0.894,North America
United States,USA,2001,0.895,North America
United States,USA,2002,0.896,North America
United States,USA,2003,0.898,North America
United States,USA,2004,0.902,North America
United States,USA,2005,0.904,North America
United States,USA,2006,0.908,North America
United States,USA,2007,0.911,North America
United States,USA,2008,0.912,North America
United States,USA,2009,0.913,North America
United States,USA,2010,0.916,North America
United States,USA,2011,0.918,North America
United States,USA,2012,0.92,North America
United States,USA,2013,0.922,North America
United States,USA,2014,0.923,North America
United States,USA,2015,0.924,North America
United States,USA,2016,0.926,North America
United States,USA,2017,0.928,North America
United States,USA,2018,0.93,North America
United States,USA,2019,0.933,North America
United States,USA,2020,0.923,North America
United States,USA,2021,0.921,North America
United States,USA,2022,0.927,North America
Uruguay,URY,1997,0.738,South America
Uruguay,URY,1998,0.747,South America
Uruguay,URY,1999,0.751,South America
Uruguay,URY,2000,0.754,South America
Uruguay,URY,2001,0.761,South America
Uruguay,URY,2002,0.765,South America
Uruguay,URY,2003,0.771,South America
Uruguay,URY,2004,0.77,South America
Uruguay,URY,2005,0.768,South America
Uruguay,URY,2006,0.767,South America
Uruguay,URY,2007,0.769,South America
Uruguay,URY,2008,0.773,South America
Uruguay,URY,2009,0.776,South America
Uruguay,URY,2010,0.785,South America
Uruguay,URY,2011,0.791,South America
Uruguay,URY,2012,0.794,South America
Uruguay,URY,2013,0.802,South America
Uruguay,URY,2014,0.805,South America
Uruguay,URY,2015,0.807,South America
Uruguay,URY,2016,0.811,South America
Uruguay,URY,2017,0.815,South America
Uruguay,URY,2018,0.815,South America
Uruguay,URY,2019,0.818,South America
Uruguay,URY,2020,0.82,South America
Uruguay,URY,2021,0.814,South America
Uruguay,URY,2022,0.83,South America
Uzbekistan,UZB,2000,0.603,Asia
Uzbekistan,UZB,2001,0.61,Asia
Uzbekistan,UZB,2002,0.617,Asia
Uzbekistan,UZB,2003,0.624,Asia
Uzbekistan,UZB,2004,0.631,Asia
Uzbekistan,UZB,2005,0.636,Asia
Uzbekistan,UZB,2006,0.642,Asia
Uzbekistan,UZB,2007,0.655,Asia
Uzbekistan,UZB,2008,0.66,Asia
Uzbekistan,UZB,2009,0.666,Asia
Uzbekistan,UZB,2010,0.675,Asia
Uzbekistan,UZB,2011,0.682,Asia
Uzbekistan,UZB,2012,0.688,Asia
Uzbekistan,UZB,2013,0.693,Asia
Uzbekistan,UZB,2014,0.698,Asia
Uzbekistan,UZB,2015,0.701,Asia
Uzbekistan,UZB,2016,0.709,Asia
Uzbekistan,UZB,2017,0.714,Asia
Uzbekistan,UZB,2018,0.719,Asia
Uzbekistan,UZB,2019,0.725,Asia
Uzbekistan,UZB,2020,0.716,Asia
Uzbekistan,UZB,2021,0.721,Asia
Uzbekistan,UZB,2022,0.727,Asia
Venezuela,VEN,1997,0.694,
Venezuela,VEN,1998,0.697,
Venezuela,VEN,1999,0.695,
Venezuela,VEN,2000,0.699,
Venezuela,VEN,2001,0.704,
Venezuela,VEN,2002,0.711,
Venezuela,VEN,2003,0.702,
Venezuela,VEN,2004,0.713,
Venezuela,VEN,2005,0.722,
Venezuela,VEN,2006,0.73,
Venezuela,VEN,2007,0.747,
Venezuela,VEN,2008,0.754,
Venezuela,VEN,2009,0.754,
Venezuela,VEN,2010,0.759,
Venezuela,VEN,2011,0.766,
Venezuela,VEN,2012,0.769,
Venezuela,VEN,2013,0.771,
Venezuela,VEN,2014,0.768,
Venezuela,VEN,2015,0.766,
Venezuela,VEN,2016,0.759,
Venezuela,VEN,2017,0.75,
Venezuela,VEN,2018,0.738,
Venezuela,VEN,2019,0.72,
Venezuela,VEN,2020,0.691,
Venezuela,VEN,2021,0.69,
Venezuela,VEN,2022,0.699,
Vietnam,VNM,1997,0.571,Asia
Vietnam,VNM,1998,0.58,Asia
Vietnam,VNM,1999,0.589,Asia
Vietnam,VNM,2000,0.599,Asia
Vietnam,VNM,2001,0.609,Asia
Vietnam,VNM,2002,0.619,Asia
Vietnam,VNM,2003,0.628,Asia
Vietnam,VNM,2004,0.637,Asia
Vietnam,VNM,2005,0.645,Asia
Vietnam,VNM,2006,0.653,Asia
Vietnam,VNM,2007,0.66,Asia
Vietnam,VNM,2008,0.665,Asia
Vietnam,VNM,2009,0.671,Asia
Vietnam,VNM,2010,0.676,Asia
Vietnam,VNM,2011,0.681,Asia
Vietnam,VNM,2012,0.684,Asia
Vietnam,VNM,2013,0.689,Asia
Vietnam,VNM,2014,0.693,Asia
Vietnam,VNM,2015,0.697,Asia
Vietnam,VNM,2016,0.702,Asia
Vietnam,VNM,2017,0.706,Asia
Vietnam,VNM,2018,0.711,Asia
Vietnam,VNM,2019,0.717,Asia
Vietnam,VNM,2020,0.726,Asia
Vietnam,VNM,2021,0.718,Asia
Vietnam,VNM,2022,0.726,Asia
